timestamp,hour,day_of_week,is_weekend,person_count,occupancy_pct,capacity
2026-08-24 19:47:18,19,0,0,47,23.5,200
2026-08-24 20:47:18,20,0,0,43,21.5,200
2026-08-24 21:47:18,21,0,0,27,13.5,200
2026-08-24 22:47:18,22,0,0,16,8.0,200
2026-08-24 23:47:18,23,0,0,7,3.5,200
2026-08-25 00:47:18,0,1,0,1,0.5,200
2026-08-25 01:47:18,1,1,0,1,0.5,200
2026-08-25 02:47:18,2,1,0,1,0.5,200
2026-08-25 03:47:18,3,1,0,0,0.0,200
2026-08-25 04:47:18,4,1,0,1,0.5,200
2026-08-25 05:47:18,5,1,0,1,0.5,200
2026-08-25 06:47:18,6,1,0,5,2.5,200
2026-08-25 07:47:18,7,1,0,9,4.5,200
2026-08-25 08:47:18,8,1,0,14,7.0,200
2026-08-25 09:47:18,9,1,0,26,13.0,200
2026-08-25 10:47:18,10,1,0,36,18.0,200
2026-08-25 11:47:18,11,1,0,27,13.5,200
2026-08-25 12:47:18,12,1,0,20,10.0,200
2026-08-25 13:47:18,13,1,0,15,7.5,200
2026-08-25 14:47:18,14,1,0,14,7.0,200
2026-08-25 15:47:18,15,1,0,11,5.5,200
2026-08-25 16:47:18,16,1,0,13,6.5,200
2026-08-25 17:47:18,17,1,0,14,7.0,200
2026-08-25 18:47:18,18,1,0,27,13.5,200
2026-08-25 19:47:18,19,1,0,42,21.0,200
2026-08-25 20:47:18,20,1,0,38,19.0,200
2026-08-25 21:47:18,21,1,0,36,18.0,200
2026-08-25 22:47:18,22,1,0,23,11.5,200
2026-08-25 23:47:18,23,1,0,9,4.5,200
2026-08-26 00:47:18,0,2,0,2,1.0,200
2026-08-26 01:47:18,1,2,0,1,0.5,200
2026-08-26 02:47:18,2,2,0,0,0.0,200
2026-08-26 03:47:18,3,2,0,0,0.0,200
2026-08-26 04:47:18,4,2,0,1,0.5,200
2026-08-26 05:47:18,5,2,0,2,1.0,200
2026-08-26 06:47:18,6,2,0,6,3.0,200
2026-08-26 07:47:18,7,2,0,11,5.5,200
2026-08-26 08:47:18,8,2,0,16,8.0,200
2026-08-26 09:47:18,9,2,0,22,11.0,200
2026-08-26 10:47:18,10,2,0,45,22.5,200
2026-08-26 11:47:18,11,2,0,30,15.0,200
2026-08-26 12:47:18,12,2,0,22,11.0,200
2026-08-26 13:47:18,13,2,0,23,11.5,200
2026-08-26 14:47:18,14,2,0,16,8.0,200
2026-08-26 15:47:18,15,2,0,8,4.0,200
2026-08-26 16:47:18,16,2,0,11,5.5,200
2026-08-26 17:47:18,17,2,0,15,7.5,200
2026-08-26 18:47:18,18,2,0,30,15.0,200
2026-08-26 19:47:18,19,2,0,47,23.5,200
2026-08-26 20:47:18,20,2,0,38,19.0,200
2026-08-26 21:47:18,21,2,0,27,13.5,200
2026-08-26 22:47:18,22,2,0,14,7.0,200
2026-08-26 23:47:18,23,2,0,8,4.0,200
2026-08-27 00:47:18,0,3,0,2,1.0,200
2026-08-27 01:47:18,1,3,0,1,0.5,200
2026-08-27 02:47:18,2,3,0,0,0.0,200
2026-08-27 03:47:18,3,3,0,0,0.0,200
2026-08-27 04:47:18,4,3,0,1,0.5,200
2026-08-27 05:47:18,5,3,0,2,1.0,200
2026-08-27 06:47:18,6,3,0,0,0.0,200
2026-08-27 07:47:18,7,3,0,8,4.0,200
2026-08-27 08:47:18,8,3,0,14,7.0,200
2026-08-27 09:47:18,9,3,0,35,17.5,200
2026-08-27 10:47:18,10,3,0,36,18.0,200
2026-08-27 11:47:18,11,3,0,27,13.5,200
2026-08-27 12:47:18,12,3,0,20,10.0,200
2026-08-27 13:47:18,13,3,0,15,7.5,200
2026-08-27 14:47:18,14,3,0,14,7.0,200
2026-08-27 15:47:18,15,3,0,13,6.5,200
2026-08-27 16:47:18,16,3,0,11,5.5,200
2026-08-27 17:47:18,17,3,0,12,6.0,200
2026-08-27 18:47:18,18,3,0,27,13.5,200
2026-08-27 19:47:18,19,3,0,47,23.5,200
2026-08-27 20:47:18,20,3,0,38,19.0,200
2026-08-27 21:47:18,21,3,0,24,12.0,200
2026-08-27 22:47:18,22,3,0,14,7.0,200
2026-08-27 23:47:18,23,3,0,8,4.0,200
2026-08-28 00:47:18,0,4,0,1,0.5,200
2026-08-28 01:47:18,1,4,0,1,0.5,200
2026-08-28 02:47:18,2,4,0,0,0.0,200
2026-08-28 03:47:18,3,4,0,0,0.0,200
2026-08-28 04:47:18,4,4,0,1,0.5,200
2026-08-28 05:47:18,5,4,0,2,1.0,200
2026-08-28 06:47:18,6,4,0,6,3.0,200
2026-08-28 07:47:18,7,4,0,11,5.5,200
2026-08-28 08:47:18,8,4,0,14,7.0,200
2026-08-28 09:47:18,9,4,0,26,13.0,200
2026-08-28 10:47:18,10,4,0,40,20.0,200
2026-08-28 11:47:18,11,4,0,38,19.0,200
2026-08-28 12:47:18,12,4,0,28,14.0,200
2026-08-28 13:47:18,13,4,0,23,11.5,200
2026-08-28 14:47:18,14,4,0,14,7.0,200
2026-08-28 15:47:18,15,4,0,10,5.0,200
2026-08-28 16:47:18,16,4,0,9,4.5,200
2026-08-28 17:47:18,17,4,0,16,8.0,200
2026-08-28 18:47:18,18,4,0,30,15.0,200
2026-08-28 19:47:18,19,4,0,42,21.0,200
2026-08-28 20:47:18,20,4,0,34,17.0,200
2026-08-28 21:47:18,21,4,0,21,10.5,200
2026-08-28 22:47:18,22,4,0,13,6.5,200
2026-08-28 23:47:18,23,4,0,7,3.5,200
2026-08-29 00:47:18,0,5,1,2,1.0,200
2026-08-29 01:47:18,1,5,1,0,0.0,200
2026-08-29 02:47:18,2,5,1,1,0.5,200
2026-08-29 03:47:18,3,5,1,1,0.5,200
2026-08-29 04:47:18,4,5,1,1,0.5,200
2026-08-29 05:47:18,5,5,1,2,1.0,200
2026-08-29 06:47:18,6,5,1,6,3.0,200
2026-08-29 07:47:18,7,5,1,9,4.5,200
2026-08-29 08:47:18,8,5,1,21,10.5,200
2026-08-29 09:47:18,9,5,1,42,21.0,200
2026-08-29 10:47:18,10,5,1,35,17.5,200
2026-08-29 11:47:18,11,5,1,49,24.5,200
2026-08-29 12:47:18,12,5,1,23,11.5,200
2026-08-29 13:47:18,13,5,1,22,11.0,200
2026-08-29 14:47:18,14,5,1,19,9.5,200
2026-08-29 15:47:18,15,5,1,12,6.0,200
2026-08-29 16:47:18,16,5,1,14,7.0,200
2026-08-29 17:47:18,17,5,1,21,10.5,200
2026-08-29 18:47:18,18,5,1,40,20.0,200
2026-08-29 19:47:18,19,5,1,74,37.0,200
2026-08-29 20:47:18,20,5,1,50,25.0,200
2026-08-29 21:47:18,21,5,1,31,15.5,200
2026-08-29 22:47:18,22,5,1,23,11.5,200
2026-08-29 23:47:18,23,5,1,11,5.5,200
2026-08-30 00:47:18,0,6,1,2,1.0,200
2026-08-30 01:47:18,1,6,1,1,0.5,200
2026-08-30 02:47:18,2,6,1,1,0.5,200
2026-08-30 03:47:18,3,6,1,1,0.5,200
2026-08-30 04:47:18,4,6,1,1,0.5,200
2026-08-30 05:47:18,5,6,1,2,1.0,200
2026-08-30 06:47:18,6,6,1,8,4.0,200
2026-08-30 07:47:18,7,6,1,12,6.0,200
2026-08-30 08:47:18,8,6,1,16,8.0,200
2026-08-30 09:47:18,9,6,1,29,14.5,200
2026-08-30 10:47:18,10,6,1,47,23.5,200
2026-08-30 11:47:18,11,6,1,44,22.0,200
2026-08-30 12:47:18,12,6,1,32,16.0,200
2026-08-30 13:47:18,13,6,1,22,11.0,200
2026-08-30 14:47:18,14,6,1,26,13.0,200
2026-08-30 15:47:18,15,6,1,12,6.0,200
2026-08-30 16:47:18,16,6,1,11,5.5,200
2026-08-30 17:47:18,17,6,1,18,9.0,200
2026-08-30 18:47:18,18,6,1,40,20.0,200
2026-08-30 19:47:18,19,6,1,47,23.5,200
2026-08-30 20:47:18,20,6,1,44,22.0,200
2026-08-30 21:47:18,21,6,1,39,19.5,200
2026-08-30 22:47:18,22,6,1,19,9.5,200
2026-08-30 23:47:18,23,6,1,8,4.0,200
2026-08-31 00:47:18,0,0,0,1,0.5,200
2026-08-31 01:47:18,1,0,0,1,0.5,200
2026-08-31 02:47:18,2,0,0,0,0.0,200
2026-08-31 03:47:18,3,0,0,0,0.0,200
2026-08-31 04:47:18,4,0,0,1,0.5,200
2026-08-31 05:47:18,5,0,0,2,1.0,200
2026-08-31 06:47:18,6,0,0,5,2.5,200
2026-08-31 07:47:18,7,0,0,0,0.0,200
2026-08-31 08:47:18,8,0,0,14,7.0,200
2026-08-31 09:47:18,9,0,0,35,17.5,200
2026-08-31 10:47:18,10,0,0,50,25.0,200
2026-08-31 11:47:18,11,0,0,42,21.0,200
2026-08-31 12:47:18,12,0,0,28,14.0,200
2026-08-31 13:47:18,13,0,0,19,9.5,200
2026-08-31 14:47:18,14,0,0,16,8.0,200
2026-08-31 15:47:18,15,0,0,10,5.0,200
2026-08-31 16:47:18,16,0,0,10,5.0,200
2026-08-31 17:47:18,17,0,0,12,6.0,200
2026-08-31 18:47:18,18,0,0,34,17.0,200
2026-08-31 19:47:18,19,0,0,57,28.5,200
2026-08-31 20:47:18,20,0,0,38,19.0,200
2026-08-31 21:47:18,21,0,0,27,13.5,200
2026-08-31 22:47:18,22,0,0,14,7.0,200
2026-08-31 23:47:18,23,0,0,10,5.0,200
2026-09-01 00:47:18,0,1,0,1,0.5,200
2026-09-01 01:47:18,1,1,0,1,0.5,200
2026-09-01 02:47:18,2,1,0,0,0.0,200
2026-09-01 03:47:18,3,1,0,0,0.0,200
2026-09-01 04:47:18,4,1,0,1,0.5,200
2026-09-01 05:47:18,5,1,0,2,1.0,200
2026-09-01 06:47:18,6,1,0,5,2.5,200
2026-09-01 07:47:18,7,1,0,8,4.0,200
2026-09-01 08:47:18,8,1,0,14,7.0,200
2026-09-01 09:47:18,9,1,0,10,5.0,200
2026-09-01 10:47:18,10,1,0,45,22.5,200
2026-09-01 11:47:18,11,1,0,30,15.0,200
2026-09-01 12:47:18,12,1,0,20,10.0,200
2026-09-01 13:47:18,13,1,0,23,11.5,200
2026-09-01 14:47:18,14,1,0,16,8.0,200
2026-09-01 15:47:18,15,1,0,10,5.0,200
2026-09-01 16:47:18,16,1,0,10,5.0,200
2026-09-01 17:47:18,17,1,0,16,8.0,200
2026-09-01 18:47:18,18,1,0,42,21.0,200
2026-09-01 19:47:18,19,1,0,36,18.0,200
2026-09-01 20:47:18,20,1,0,38,19.0,200
2026-09-01 21:47:18,21,1,0,24,12.0,200
2026-09-01 22:47:18,22,1,0,14,7.0,200
2026-09-01 23:47:18,23,1,0,6,3.0,200
2026-09-02 00:47:18,0,2,0,1,0.5,200
2026-09-02 01:47:18,1,2,0,1,0.5,200
2026-09-02 02:47:18,2,2,0,0,0.0,200
2026-09-02 03:47:18,3,2,0,0,0.0,200
2026-09-02 04:47:18,4,2,0,1,0.5,200
2026-09-02 05:47:18,5,2,0,2,1.0,200
2026-09-02 06:47:18,6,2,0,4,2.0,200
2026-09-02 07:47:18,7,2,0,9,4.5,200
2026-09-02 08:47:18,8,2,0,14,7.0,200
2026-09-02 09:47:18,9,2,0,26,13.0,200
2026-09-02 10:47:18,10,2,0,36,18.0,200
2026-09-02 11:47:18,11,2,0,38,19.0,200
2026-09-02 12:47:18,12,2,0,18,9.0,200
2026-09-02 13:47:18,13,2,0,17,8.5,200
2026-09-02 14:47:18,14,2,0,14,7.0,200
2026-09-02 15:47:18,15,2,0,10,5.0,200
2026-09-02 16:47:18,16,2,0,9,4.5,200
2026-09-02 17:47:18,17,2,0,15,7.5,200
2026-09-02 18:47:18,18,2,0,27,13.5,200
2026-09-02 19:47:18,19,2,0,42,21.0,200
2026-09-02 20:47:18,20,2,0,53,26.5,200
2026-09-02 21:47:18,21,2,0,33,16.5,200
2026-09-02 22:47:18,22,2,0,20,10.0,200
2026-09-02 23:47:18,23,2,0,6,3.0,200
2026-09-03 00:47:18,0,3,0,2,1.0,200
2026-09-03 01:47:18,1,3,0,1,0.5,200
2026-09-03 02:47:18,2,3,0,0,0.0,200
2026-09-03 03:47:18,3,3,0,0,0.0,200
2026-09-03 04:47:18,4,3,0,1,0.5,200
2026-09-03 05:47:18,5,3,0,2,1.0,200
2026-09-03 06:47:18,6,3,0,4,2.0,200
2026-09-03 07:47:18,7,3,0,9,4.5,200
2026-09-03 08:47:18,8,3,0,20,10.0,200
2026-09-03 09:47:18,9,3,0,35,17.5,200
2026-09-03 10:47:18,10,3,0,40,20.0,200
2026-09-03 11:47:18,11,3,0,30,15.0,200
2026-09-03 12:47:18,12,3,0,25,12.5,200
2026-09-03 13:47:18,13,3,0,17,8.5,200
2026-09-03 14:47:18,14,3,0,14,7.0,200
2026-09-03 15:47:18,15,3,0,12,6.0,200
2026-09-03 16:47:18,16,3,0,9,4.5,200
2026-09-03 17:47:18,17,3,0,18,9.0,200
2026-09-03 18:47:18,18,3,0,34,17.0,200
2026-09-03 19:47:18,19,3,0,57,28.5,200
2026-09-03 20:47:18,20,3,0,38,19.0,200
2026-09-03 21:47:18,21,3,0,27,13.5,200
